0.115364,5.97e-15
0.693748,2.10e-15
0.315873,3.60e-13
1.240699,5.64e-16
2.314131,1.04e-15
0.003050,1.14e-20
0.003705,9.82e-21
0.005757,-4.99e-20
0.005358,-3.42e-21
0.003536,9.85e-20
0.002624,6.45e-20
0.004040,-4.22e-20
0.003210,-1.83e-21
0.003485,-4.59e-20
0.002101,-9.79e-21
0.004346,-1.22e-19
0.003677,-3.84e-20
0.003054,-2.19e-20
0.002643,3.03e-20
0.003643,6.64e-19
0.004033,3.40e-20
0.003480,1.48e-19
0.002830,-1.21e-19
0.007588,2.94e-19
0.004343,9.52e-20
0.002352,-8.66e-20
0.004772,1.84e-20
0.002197,-3.52e-20
0.004554,-4.54e-21
0.318358,1.51e-16
0.004865,1.02e-20
0.001877,4.97e-21
0.942951,4.08e-16
0.256926,7.60e-19
1.118225,2.88e-15
0.632336,2.49e-15
0.926276,4.46e-15
1.217094,2.35e-15
0.354732,7.00e-18
0.832911,7.19e-16
2.115171,9.54e-15
0.472037,3.33e-15
0.738062,1.00e-16
0.996023,8.04e-16
1.493601,3.54e-16
0.002573,5.16e-21
1.679164,5.95e-15
0.083157,4.28e-16
1.197383,6.87e-16
0.807565,7.70e-17
1.283660,1.31e-14
1.071118,4.81e-17
4.301872,8.36e-15
0.688542,7.09e-15
0.325883,4.86e-15
0.521455,1.60e-15
0.101439,5.85e-15
1.388994,3.80e-15
0.348124,1.76e-15
0.463474,1.20e-16
0.136962,7.84e-17
0.414763,1.22e-17
0.717963,9.60e-16
1.247961,2.06e-15
1.775344,7.91e-14
0.272451,1.07e-14
1.222949,3.91e-16
0.196321,2.57e-16
1.464665,4.43e-16
2.746647,1.70e-15
0.832742,1.30e-15
0.002365,2.92e-21
1.811561,1.52e-16
2.351745,1.89e-13
1.349184,5.51e-15
0.065716,1.94e-13
0.630551,1.20e-15
1.766208,1.34e-13
1.077333,2.90e-16
0.376386,6.60e-15
0.024575,2.99e-19
0.548880,6.62e-16
0.002323,7.74e-20
1.466820,3.11e-15
0.217094,5.51e-14
23.535378,2.72e-14
0.447708,3.13e-17
1.207165,8.25e-17
1.387584,1.30e-15
3.032072,6.36e-16
0.336620,3.81e-16
1.364679,1.55e-15
0.893320,2.15e-16
0.714520,2.05e-15
0.269201,7.35e-18
1.761934,4.81e-15
0.002733,1.77e-20
0.003299,7.05e-21
2.597027,5.70e-17
1.934478,1.34e-14
1.226006,3.47e-15
0.039123,2.41e-19
2.420771,1.10e-15
0.444104,1.30e-14
0.197030,4.77e-16
0.226484,1.46e-16
0.156384,4.39e-15
0.091506,1.09e-17
0.079427,1.67e-14
0.545254,1.54e-15
0.594576,5.57e-15
0.025702,7.90e-20
0.390715,7.66e-17
0.757119,1.32e-15
3.453004,2.76e-14
2.161308,1.16e-15
0.900105,6.00e-17
0.922475,3.93e-14
0.326279,8.17e-18
0.005757,5.73e-20
0.450448,1.48e-16
0.479164,3.37e-15
0.438014,1.03e-16
0.245454,0.00e+00
0.548939,5.75e-15
0.045782,1.86e-19
1.389137,4.89e-15
0.340729,2.37e-15
0.320423,1.02e-14
0.800132,3.67e-14
2.497012,2.10e-16
1.883480,5.30e-16
1.133076,1.40e-15
0.638565,5.58e-15
0.691251,2.31e-14
0.004056,4.41e-21
0.076541,7.93e-18
0.322062,2.06e-16
0.004991,6.97e-22
0.320271,2.04e-15
0.222367,1.16e-17
0.912512,1.91e-16
0.340203,1.68e-15
0.263212,6.97e-16
0.241642,3.01e-17
0.674532,1.77e-14
0.354438,7.36e-17
3.745539,4.01e-14
0.689224,5.75e-16
0.975737,1.55e-14
0.642743,5.35e-15
0.963018,1.60e-16
0.157285,2.80e-16
0.004388,1.26e-20
0.033392,4.21e-13
1.817565,4.25e-13
0.200511,1.15e-14
1.245856,5.78e-16
0.016122,5.18e-14
0.143158,3.67e-15
0.524271,4.48e-16
0.050570,4.79e-13
1.286015,8.20e-16
0.245984,1.54e-14
0.708954,3.94e-15
2.843850,7.65e-15
0.464961,1.43e-13
0.827838,5.96e-15
0.002556,7.35e-21
0.043643,7.30e-20
2.261365,2.78e-15
0.395969,1.30e-15
0.002728,4.80e-21
0.055698,2.35e-19
0.003861,1.24e-20
0.270329,4.00e-15
0.297982,5.95e-17
0.443871,1.50e-16
0.003062,9.59e-21
0.619198,3.24e-15
0.334960,5.94e-14
0.003149,1.75e-20
0.269954,7.24e-18
0.028854,4.73e-20
0.002722,2.48e-20
0.333208,2.54e-14
0.613760,8.84e-17
1.039076,8.30e-16
0.346523,1.70e-15
0.475885,2.98e-14
1.241421,5.48e-16
0.476623,2.00e-15
0.680575,3.75e-15
1.244419,7.12e-15
0.110979,3.62e-15
0.287800,1.05e-13
0.297395,7.96e-14
0.237099,1.10e-14
3.253211,3.82e-15
1.984597,3.17e-15
0.002869,3.44e-21
0.008853,4.92e-21
0.903913,7.36e-16
1.234854,6.42e-15
0.924054,1.52e-16
1.214441,3.80e-15
1.224754,2.67e-17
0.183157,3.19e-17
0.563295,9.15e-15
0.384929,5.49e-14
0.195671,6.85e-19
0.034429,3.80e-19
0.485268,1.26e-16
1.214090,4.00e-16
0.005491,1.49e-20
0.974725,7.28e-15
8.391116,6.98e-14
0.015542,4.40e-20
0.424311,9.26e-17
3.442308,2.93e-13
0.251659,1.13e-13
0.510160,1.90e-14
0.004090,6.02e-21
1.796250,5.70e-15
0.156250,1.22e-14
4.862874,1.52e-13
0.320366,5.47e-15
0.022699,1.76e-18
2.773461,8.92e-16
0.374921,1.38e-15
6.827693,2.70e-14
0.002886,1.22e-20
0.166762,1.68e-14
0.606191,3.71e-16
0.214839,2.19e-15
2.791025,1.67e-14
0.407701,6.78e-16
1.095452,9.77e-16
0.003479,7.79e-21
1.442349,1.08e-15
0.682265,1.62e-15
0.571257,1.16e-15
2.191987,4.21e-15
11.370386,5.56e-14
0.526644,3.78e-16
0.866349,4.01e-16
0.547202,3.08e-15
0.482596,4.49e-17
1.292241,1.68e-16
0.645161,1.39e-16
0.434242,3.90e-18
0.763742,5.80e-16
2.161259,7.53e-16
1.238130,2.11e-15
0.124837,2.44e-15
1.073567,1.22e-14
0.545446,1.98e-17
0.396728,3.48e-15
0.112799,9.28e-18
0.864873,1.05e-16
0.009861,1.47e-19
0.530661,1.71e-15
1.848919,9.96e-16
0.311674,1.28e-15
0.121118,4.28e-15
0.541404,9.78e-15
0.089328,1.25e-13
0.738436,1.32e-15
1.273768,6.80e-15
0.751625,3.54e-15
0.308581,3.90e-17
1.703946,8.13e-16
0.720614,1.64e-15
0.644354,9.56e-15
0.208956,1.72e-16
1.116098,1.60e-15
5.977493,1.20e-13
0.367953,7.91e-16
1.602228,4.46e-16
1.267536,6.32e-15
0.064686,7.26e-15
0.575072,1.36e-14
0.962511,1.68e-15
0.242961,2.40e-16
0.326786,2.09e-14
0.011110,4.89e-20
0.441995,8.75e-14
0.660313,1.07e-16
0.965173,1.88e-15
0.549554,4.61e-16
0.988281,1.49e-16
0.346301,2.49e-14
0.340854,5.22e-16
0.253558,1.83e-15
0.401626,6.69e-16
0.106769,1.51e-14
1.362890,3.27e-16
1.526085,3.59e-15
1.216976,1.00e-17
1.567994,3.61e-15
0.430627,1.37e-14
0.950289,9.76e-14
0.746338,3.53e-14
0.739505,4.92e-15
0.761889,3.05e-16
1.807069,3.36e-15
0.004638,3.63e-21
1.931627,2.50e-16
4.392159,8.37e-15
0.570409,2.69e-16
1.444777,4.65e-15
0.087545,3.29e-14
0.658558,1.14e-15
0.664389,2.27e-14
0.808164,3.96e-14
1.087418,9.11e-17
0.532975,8.98e-17
0.570264,4.53e-17
2.229431,4.42e-15
0.331586,4.83e-15
1.097706,3.49e-15
0.851014,4.30e-16
0.640016,6.37e-16
0.001414,4.77e-21
1.373815,5.80e-16
0.253065,2.30e-16
0.472851,4.39e-14
0.862122,3.53e-15
0.203557,1.95e-15
0.670086,8.47e-17
0.255677,9.59e-16
1.436631,5.16e-14
1.661177,8.60e-16
7.733640,5.99e-14
0.777501,1.57e-15
0.713489,1.04e-16
0.307074,2.07e-15
0.835797,5.73e-16
2.517945,8.81e-16
0.005256,1.71e-20
2.133591,3.77e-14
0.819926,1.78e-14
0.442901,5.56e-16
0.139882,5.74e-14
0.769586,1.93e-15
0.087834,6.99e-16
0.107386,8.08e-14
0.452785,5.70e-16
0.503463,3.14e-15
0.002339,2.22e-21
1.804695,1.74e-15
0.162499,2.01e-14
1.238305,4.05e-14
0.140481,6.74e-15
0.670026,5.34e-17
0.016453,4.33e-20
1.643726,1.45e-13
0.001688,6.93e-21
0.111472,3.84e-13
0.005162,1.86e-20
0.091403,1.61e-14
0.306411,1.78e-15
2.407622,1.79e-14
0.464213,1.80e-15
1.150590,2.30e-16
0.579577,3.50e-16
0.002872,4.65e-20
0.510369,1.65e-15
0.533502,1.36e-15
0.028852,6.70e-20
0.661992,1.25e-15
1.386368,9.45e-16
1.170867,6.72e-15
0.288605,1.04e-14
0.139029,5.46e-14
0.007474,1.77e-20
0.326271,1.24e-16
0.369428,1.15e-15
0.330328,6.10e-17
0.198451,1.69e-15
0.004665,3.00e-20
0.123725,9.61e-14
1.231305,1.22e-14
2.202325,4.41e-15
0.180592,2.00e-14
0.383830,3.87e-16
0.346909,4.07e-15
0.228324,2.09e-16
1.840004,3.14e-15
0.947558,9.24e-14
0.099661,2.95e-14
0.448635,7.08e-16
2.919397,2.03e-14
0.676082,5.76e-16
0.422451,3.58e-15
0.026310,6.30e-20
0.628306,2.25e-16
0.197115,5.84e-15
0.620365,1.01e-13
1.347404,1.33e-15
0.616270,6.57e-16
1.185003,4.31e-15
3.631170,5.74e-15
0.062800,8.56e-15
0.005109,1.80e-21
0.003393,3.68e-21
0.396587,9.90e-16
0.280905,1.97e-15
0.351112,2.50e-15
0.194938,2.18e-14
0.063202,1.58e-14
2.717934,2.33e-15
0.252773,9.01e-18
1.516531,3.40e-16
1.799396,1.56e-13
0.558254,2.06e-15
0.064962,3.15e-14
0.334214,8.25e-16
0.820488,2.82e-15
0.880858,4.60e-14
1.656440,2.49e-15
0.259779,7.23e-15
0.867949,9.85e-16
0.943158,7.95e-15
0.505097,1.25e-14
1.155272,2.40e-16
0.407963,4.02e-12
2.280597,3.67e-15
0.535787,2.78e-15
0.244838,6.54e-17
0.640234,6.46e-15
0.271437,5.25e-15
0.232976,2.75e-15
0.185560,9.00e-18
0.135477,7.53e-13
0.479099,6.20e-16
0.003102,6.09e-20
0.002630,4.01e-21
0.004202,6.96e-21
0.202737,2.81e-16
0.579419,3.29e-15
0.515984,1.10e-17
0.162323,1.59e-17
0.680984,9.52e-16
0.256353,4.60e-16
0.325633,7.77e-16
0.175166,6.80e-17
1.022875,4.52e-16
0.114943,7.93e-14
1.187913,3.73e-15
0.364713,8.23e-15
1.189309,1.75e-15
0.556216,7.17e-17
0.002513,3.24e-21
0.117564,1.25e-14
0.538432,1.96e-15
0.291468,4.65e-16
0.393899,4.31e-15
0.005075,1.50e-20
0.558383,7.79e-17
0.675646,6.95e-16
0.685358,4.85e-16
0.987783,-3.81e-17
0.850665,3.08e-14
0.273375,1.79e-15
3.559937,1.11e-14
3.241029,2.70e-15
0.101633,1.03e-14
1.789829,1.28e-15
0.376570,6.69e-15
0.282012,5.59e-16
0.288417,2.65e-14
1.037931,1.02e-15
0.043589,1.43e-19
0.400526,3.93e-15
0.667486,2.40e-17
0.525074,2.82e-15
0.592136,3.56e-15
0.452803,2.13e-15
0.308861,2.17e-16
0.440591,3.27e-12
0.424131,2.22e-17
0.279768,7.25e-16
1.163186,9.25e-15
4.237010,4.31e-16
0.433084,2.57e-16
0.909823,5.34e-17
0.636414,1.15e-16
0.374053,1.68e-14
0.003539,1.62e-21
0.789212,8.03e-17
1.081164,1.50e-16
0.288541,5.70e-18
0.585761,2.02e-14
0.216480,4.95e-15
1.018453,2.06e-15
0.626324,2.88e-16
0.419618,9.46e-16
2.285076,2.47e-15
6.193004,7.05e-15
0.001686,1.11e-20
0.034528,1.87e-19
0.003684,2.28e-20
0.877239,3.80e-17
1.351236,1.32e-16
1.872994,1.40e-17
0.088282,8.11e-19
0.564759,6.92e-15
0.756892,3.88e-15
0.569242,8.66e-16
0.256778,1.97e-16
3.597574,5.10e-15
0.294760,1.56e-16
2.110974,2.19e-15
1.118591,1.45e-15
1.382449,9.60e-16
1.301923,1.19e-14
0.512242,1.74e-15
0.471225,8.00e-17
0.388485,4.49e-15
0.275207,1.00e-15
0.147274,4.40e-18
1.546819,7.18e-15
2.283093,1.09e-14
0.473871,8.89e-17
0.198335,1.69e-14
1.234893,1.93e-15
0.434445,1.21e-17
0.327058,3.65e-16
0.823339,1.08e-16
0.255496,2.10e-15
0.184502,6.24e-16
0.657974,4.00e-15
0.617308,3.63e-16
0.663330,8.55e-16
0.006219,1.14e-19
1.143316,3.35e-16
0.184528,2.67e-13
0.663830,5.64e-14
0.967846,6.33e-15
0.047763,2.28e-15
2.306642,2.18e-15
0.427774,3.22e-14
0.478231,2.11e-15
0.571652,4.03e-15
0.981902,5.86e-15
0.473028,5.98e-15
4.962427,2.11e-14
10.312522,1.12e-13
1.058833,5.26e-16
0.464700,8.64e-15
0.619454,8.79e-15
0.398292,1.84e-17
0.447518,1.51e-16
0.002560,2.10e-20
0.004228,1.75e-20
0.728154,1.47e-16
0.849243,5.70e-15
2.437432,6.83e-16
0.848933,8.00e-16
2.948390,1.17e-14
0.342825,5.30e-15
2.642199,1.26e-14
0.261271,1.02e-16
0.284353,1.53e-15
0.421118,1.50e-15
0.458488,1.90e-18
0.279738,9.25e-15
1.279058,2.37e-15
0.670037,5.66e-16
0.506058,2.59e-15
2.764209,1.11e-14
0.844109,5.58e-15
2.483804,9.79e-16
0.477994,3.24e-15
0.792674,3.09e-15
0.543015,5.33e-15
0.002678,1.77e-21
0.529929,1.88e-14
0.196480,1.53e-15
0.280678,3.12e-14
0.532699,3.01e-15
1.478721,6.10e-16
1.565218,3.39e-14
0.648117,5.10e-16
0.650434,5.60e-16
0.345603,5.40e-19
0.107718,2.16e-17
0.478145,3.31e-16
0.207953,3.56e-16
0.009423,2.47e-20
1.239001,1.38e-14
0.137055,5.30e-19
0.558179,3.50e-16
0.378622,5.05e-15
0.627285,1.95e-14
0.193340,2.53e-13
0.002389,1.86e-20
1.394104,1.09e-15
0.252398,2.91e-15
0.540102,4.30e-17
1.253085,3.25e-15
0.299625,3.50e-17
0.609962,1.42e-14
0.927772,3.79e-15
0.259365,5.12e-15
0.295700,7.58e-16
0.138158,8.88e-15
0.628903,1.23e-15
2.951938,1.48e-14
0.644305,2.81e-15
2.038674,7.15e-16
1.213381,5.99e-15
0.276603,3.10e-18
0.507380,7.24e-16
0.166108,3.60e-13
0.127508,6.33e-15
0.003084,7.23e-21
0.031182,3.89e-14
0.842805,1.68e-14
1.380182,5.41e-15
0.399170,9.00e-17
1.306198,1.20e-15
2.650439,1.38e-15
0.007602,2.79e-20
0.617575,1.20e-15
0.288349,6.11e-16
0.213075,5.47e-14
0.492344,3.16e-15
0.701615,8.85e-15
0.528591,8.40e-16
0.050052,3.20e-14
0.278729,6.74e-18
0.062453,9.56e-20
0.529156,1.91e-15
0.315258,9.90e-14
0.058199,3.29e-15
0.285625,3.33e-13
0.109741,2.77e-14
0.292408,2.23e-15
0.394946,7.43e-15
4.630188,6.39e-15
0.392479,5.80e-16
0.794883,1.20e-16
0.295580,4.28e-15
1.096806,8.89e-16
1.672596,2.71e-16
0.110573,1.69e-13
0.935772,2.32e-16
0.034117,6.75e-20
0.068180,8.32e-14
0.006386,1.27e-20
0.340968,9.68e-14
0.333411,1.45e-15
0.770375,7.80e-16
0.366736,3.94e-15
1.023504,2.40e-16
0.353263,2.20e-17
0.707868,7.42e-16
0.501730,4.78e-16
0.586486,6.21e-16
0.570292,2.09e-15
0.115843,3.05e-14
0.763915,4.28e-14
0.491519,4.69e-14
0.785443,2.78e-15
0.002012,1.41e-20
0.004111,6.42e-21
2.034989,5.92e-15
1.954430,5.63e-15
1.072121,2.96e-17
0.306368,3.02e-15
0.963348,1.03e-15
0.041741,5.50e-19
0.472996,1.55e-15
0.009348,2.45e-20
0.061696,8.59e-15
0.467616,6.33e-15
0.028635,1.42e-19
0.459607,1.12e-15
1.175840,3.60e-16
0.732061,3.38e-16
2.760228,8.23e-15
4.758576,1.85e-14
0.002195,9.81e-21
0.463330,8.60e-17
0.386643,5.07e-14
0.154991,1.45e-15
0.005792,1.17e-20
0.179487,2.74e-15
0.045249,8.17e-19
0.007987,2.43e-20
0.263377,9.89e-17
1.748308,5.30e-15
1.498637,3.66e-15
0.390739,1.23e-14
0.103151,2.53e-14
0.464037,2.39e-16
0.782949,1.70e-16
0.535504,1.83e-15
0.668105,3.64e-14
0.842104,1.35e-15
0.026744,3.15e-19
3.314002,1.40e-16
0.412985,5.53e-15
1.672372,1.43e-15
0.840739,6.37e-15
0.286758,1.58e-15
0.897254,2.60e-16
0.355656,1.15e-15
0.739682,5.00e-15
0.088925,9.17e-15
0.339038,2.12e-15
0.943871,6.10e-16
0.200384,4.85e-16
0.301511,3.44e-16
2.040532,1.92e-15
0.128699,6.85e-15
0.002119,2.16e-20
0.973458,2.75e-14
0.151582,1.53e-12
1.046117,8.53e-15
1.958737,1.37e-15
0.454840,9.26e-16
0.003589,1.86e-20
0.296279,1.60e-18
0.148797,2.88e-15
0.286648,6.09e-15
0.650837,2.16e-16
0.886612,2.10e-15
0.005554,4.12e-20
0.007947,-3.33e-21
0.002484,2.61e-20
0.794997,4.18e-16
0.499196,2.37e-16
0.040935,2.72e-20
0.214925,4.06e-17
0.518758,4.27e-15
2.154307,8.37e-15
1.254052,5.96e-15
1.389605,3.30e-15
0.102136,3.12e-14
0.395354,2.06e-15
0.078219,3.90e-14
1.116174,3.56e-13
0.961043,1.26e-13
1.011694,1.62e-14
0.355156,8.96e-18
0.011360,1.31e-19
0.280349,1.16e-16
0.301888,1.23e-16
2.417605,1.91e-14
1.048719,1.13e-14
0.060822,2.49e-19
0.526556,3.96e-16
3.467302,7.75e-15
0.355687,2.48e-14
0.008486,2.70e-20
0.891265,8.10e-16
0.822249,4.10e-15
0.278958,4.68e-15
0.910320,8.25e-16
0.356849,9.63e-17
0.084206,1.38e-14
1.124836,7.80e-16
0.443825,6.50e-17
1.221426,1.80e-16
1.368882,1.43e-15
0.289689,1.54e-15
0.432866,4.07e-15
0.468402,4.05e-17
0.566734,1.43e-14
0.307178,2.72e-15
1.319759,7.90e-16
0.881438,1.91e-15
0.557841,1.37e-15
0.037904,2.42e-18
0.301311,1.93e-15
1.528124,4.17e-15
0.006927,1.59e-20
0.430464,2.78e-15
3.449385,6.89e-15
0.276726,1.42e-15
0.395731,4.10e-17
0.104676,3.21e-15
1.908494,7.31e-15
0.843980,7.12e-15
0.341213,4.55e-15
0.506568,4.20e-17
1.272842,1.27e-15
